               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.018497,            0.013417,            0.045114,             0.66821,              0.6346,             0.71119,             0.54806,            0.011591,           0.0048393,            0.020542,           0.0011707,           0.0011707,           0.0011707
                 120,            0.018464,            0.013426,            0.045632,             0.66944,             0.63432,             0.71237,              0.5491,            0.011583,           0.0048373,            0.020471,           0.0011072,           0.0011072,           0.0011072
                 121,            0.018435,            0.013392,            0.044318,             0.66949,             0.63746,             0.71357,             0.55002,            0.011575,           0.0048353,              0.0204,           0.0010454,           0.0010454,           0.0010454
                 122,             0.01827,            0.013367,            0.044791,              0.6702,             0.63832,             0.71472,             0.55094,            0.011569,           0.0048332,             0.02033,          0.00098531,          0.00098531,          0.00098531
                 123,            0.018365,            0.013291,            0.045322,             0.66948,             0.64125,             0.71588,             0.55204,             0.01156,           0.0048312,            0.020259,          0.00092704,          0.00092704,          0.00092704
                 124,            0.018399,            0.013359,            0.045283,             0.67005,               0.642,             0.71709,             0.55311,            0.011554,           0.0048291,             0.02019,          0.00087058,          0.00087058,          0.00087058
                 125,            0.018128,            0.013287,            0.044496,             0.66895,             0.64404,             0.71825,             0.55407,            0.011548,           0.0048271,            0.020122,          0.00081595,          0.00081595,          0.00081595
                 126,            0.017978,            0.013255,            0.044338,             0.67137,             0.64445,             0.71942,             0.55517,            0.011539,           0.0048247,            0.020051,          0.00076317,          0.00076317,          0.00076317
                 127,            0.018073,            0.013368,            0.044397,             0.67206,             0.64541,             0.72056,             0.55608,            0.011531,           0.0048228,            0.019982,          0.00071228,          0.00071228,          0.00071228
                 128,            0.018097,            0.013242,            0.044426,             0.67312,             0.64651,             0.72164,             0.55711,            0.011525,           0.0048209,            0.019913,          0.00066329,          0.00066329,          0.00066329
                 129,             0.01769,            0.013344,            0.043453,             0.67521,             0.64646,             0.72277,             0.55824,            0.011517,            0.004819,            0.019844,          0.00061623,          0.00061623,          0.00061623
                 130,            0.017812,            0.013192,            0.044596,             0.67729,             0.64653,             0.72388,             0.55919,            0.011512,           0.0048168,            0.019775,          0.00057111,          0.00057111,          0.00057111
                 131,             0.01771,             0.01316,            0.043965,             0.67773,              0.6476,             0.72495,             0.56017,            0.011506,            0.004815,            0.019708,          0.00052795,          0.00052795,          0.00052795
                 132,            0.017393,            0.013185,            0.043396,             0.67593,             0.65139,             0.72609,             0.56116,            0.011499,           0.0048131,            0.019638,          0.00048678,          0.00048678,          0.00048678
                 133,            0.017336,            0.013282,            0.043365,             0.67784,             0.65092,             0.72719,             0.56225,            0.011492,           0.0048112,             0.01957,          0.00044761,          0.00044761,          0.00044761
                 134,            0.017293,            0.013204,            0.043423,             0.67904,              0.6523,             0.72823,             0.56306,            0.011486,           0.0048092,            0.019503,          0.00041045,          0.00041045,          0.00041045
                 135,            0.017147,            0.013288,            0.043357,                0.68,             0.65322,              0.7293,             0.56394,            0.011479,           0.0048074,            0.019436,          0.00037534,          0.00037534,          0.00037534
                 136,             0.01701,            0.013226,            0.042684,             0.68228,              0.6536,             0.73038,             0.56485,            0.011472,           0.0048054,             0.01937,          0.00034227,          0.00034227,          0.00034227
                 137,             0.01706,            0.013145,            0.042586,             0.68332,             0.65554,             0.73142,             0.56578,            0.011466,           0.0048036,            0.019306,          0.00031127,          0.00031127,          0.00031127
