               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,             0.01488,            0.010947,            0.032934,              0.8567,             0.83052,             0.91263,              0.7944,           0.0083712,           0.0034927,           0.0091638,          0.00057111,          0.00057111,          0.00057111
                 131,            0.014505,             0.01095,            0.032216,             0.85826,             0.83166,             0.91352,             0.79522,           0.0083628,           0.0034898,           0.0090989,          0.00052795,          0.00052795,          0.00052795
                 132,            0.014783,            0.011057,            0.031844,             0.85979,             0.83146,             0.91436,             0.79602,           0.0083539,           0.0034866,            0.009034,          0.00048678,          0.00048678,          0.00048678
                 133,            0.014147,            0.010834,            0.031259,             0.86032,             0.83278,             0.91512,             0.79688,           0.0083463,           0.0034835,           0.0089697,          0.00044761,          0.00044761,          0.00044761
                 134,            0.014278,            0.010895,            0.031526,             0.86004,              0.8344,             0.91596,             0.79781,           0.0083372,           0.0034803,           0.0089049,          0.00041045,          0.00041045,          0.00041045
                 135,            0.014322,            0.010913,            0.031564,              0.8617,             0.83524,              0.9168,             0.79872,           0.0083288,           0.0034773,           0.0088424,          0.00037534,          0.00037534,          0.00037534
                 136,            0.014192,            0.010974,            0.032365,             0.86232,             0.83664,             0.91753,             0.79943,           0.0083203,           0.0034742,           0.0087797,          0.00034227,          0.00034227,          0.00034227
                 137,            0.013985,            0.010886,            0.031911,             0.86285,             0.83744,             0.91831,             0.80036,            0.008313,           0.0034712,           0.0087182,          0.00031127,          0.00031127,          0.00031127
                 138,            0.013827,            0.010849,            0.031874,             0.86405,             0.83844,             0.91901,             0.80117,           0.0083057,           0.0034683,            0.008657,          0.00028235,          0.00028235,          0.00028235
                 139,            0.014093,            0.010837,            0.031823,             0.86468,             0.83955,             0.91975,             0.80205,            0.008298,           0.0034656,           0.0085963,          0.00025551,          0.00025551,          0.00025551
                 140,            0.013629,            0.010862,            0.031467,             0.86576,             0.84009,             0.92043,             0.80286,           0.0082912,           0.0034629,           0.0085365,          0.00023078,          0.00023078,          0.00023078
                 141,            0.013536,            0.010843,            0.030632,             0.86693,             0.84053,             0.92119,             0.80379,           0.0082833,             0.00346,           0.0084774,          0.00020817,          0.00020817,          0.00020817
                 142,            0.013753,            0.010835,            0.031322,             0.86717,             0.84167,             0.92192,             0.80478,           0.0082767,           0.0034573,           0.0084199,          0.00018768,          0.00018768,          0.00018768
                 143,            0.013753,            0.010884,            0.031679,             0.86893,             0.84156,             0.92266,             0.80548,             0.00827,           0.0034546,           0.0083626,          0.00016932,          0.00016932,          0.00016932
                 144,            0.013734,            0.010794,            0.031005,             0.86834,             0.84404,             0.92336,              0.8063,           0.0082634,           0.0034519,           0.0083054,           0.0001531,           0.0001531,           0.0001531
                 145,            0.013765,            0.010863,            0.030662,             0.86922,              0.8449,             0.92406,              0.8071,           0.0082571,           0.0034494,           0.0082487,          0.00013903,          0.00013903,          0.00013903
                 146,             0.01381,            0.010812,            0.031453,             0.86934,             0.84643,             0.92472,             0.80789,           0.0082501,           0.0034468,           0.0081924,          0.00012712,          0.00012712,          0.00012712
                 147,            0.013388,            0.010822,            0.030826,             0.86882,             0.84765,             0.92539,             0.80867,           0.0082437,           0.0034442,           0.0081367,          0.00011736,          0.00011736,          0.00011736
                 148,            0.013452,            0.010782,            0.031664,             0.86849,             0.84899,             0.92603,             0.80936,           0.0082368,           0.0034419,           0.0080819,          0.00010977,          0.00010977,          0.00010977
                 149,            0.013756,            0.010811,            0.031631,             0.86897,             0.84991,             0.92669,             0.81013,           0.0082303,           0.0034395,           0.0080283,          0.00010434,          0.00010434,          0.00010434
